report_date,country,region,tier,rank,brand,aps,ceb_usd,market_share_pct,source_report
2026-03-27,Chile,LATAM,Tier 3,14,Pin Up,44740,11830000,0.99,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Chile,LATAM,Tier 3,15,Betsala,41400,13520000,0.86,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,1,Bet9ja,4650000,273830000,37.41,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,2,SportyBet,4430000,213100000,35.76,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,3,BetKing,1620000,71800000,13.11,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,4,MSport,645050,34530000,5.02,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,5,betPawa,192660,16760000,1.37,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,6,Football.com,152010,6540000,1.07,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,7,iLOT Bet,139370,7040000,0.95,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,8,1xBet,124610,8130000,0.83,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,9,Betway,110730,7260000,0.72,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,10,Betano,108300,5740000,0.69,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,11,Bangbet,92250,5080000,0.57,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,12,BC.Game,64100,3340000,0.34,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,13,Stake,53290,2470000,0.26,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,14,Easywin,48280,2020000,0.24,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Nigeria,WEST AFRICA,Tier 3,15,1win,37870,1590000,0.17,Tier3_Top15_27_03(P1)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,1,SportyBet,1630000,20230000,51.42,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,2,Betway,757830,12610000,23.51,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,3,betPawa,189180,3170000,5.32,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,4,MSport,176940,2260000,5.0,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,5,SoccaBet,141960,2340000,3.86,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,6,LuckyWin,113790,1220000,2.97,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,7,Football.com,77690,707750,1.91,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,8,Bangbet,43640,515100,0.84,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,9,1xBet,34860,526140,0.65,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,10,1win,33800,354430,0.63,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,11,PrideSpins,32240,280610,0.6,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,12,iLOT Bet,28200,263870,0.53,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,13,Betika,26900,318840,0.5,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,14,BetFox,19840,244540,0.37,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Ghana,WEST AFRICA,Tier 3,15,WinwinGame,15570,149810,0.29,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,1,betPawa,5390000,78770000,68.27,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,2,Fortebet,1710000,25940000,21.26,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,3,Betika,310170,3370000,3.75,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,4,AbaBet,215090,4010000,2.45,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,5,BongoBongo,99060,1610000,0.98,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,6,Gal Sport Betting,80630,1220000,0.76,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,7,Champion Bet,74340,1030000,0.69,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,8,World Sport Betting,43200,692220,0.29,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,9,Kagwirawo,39030,528920,0.28,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,10,22bet,36990,526610,0.24,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,11,SemaBet,28310,492360,0.19,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,12,1xBet,28590,429390,0.19,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,13,Premier Bet,18950,283520,0.12,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,14,SportyBet,18030,477260,0.12,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Uganda,WEST AFRICA,Tier 3,15,SlotsUG,9930,143600,0.07,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,1,BetPlay,2710000,321660000,58.14,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,2,Rushbet,848650,112210000,18.31,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,3,Wplay,578760,56320000,12.19,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,4,YaJuego,127700,14040000,2.33,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,5,Betsson,90510,7350000,1.52,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,6,Stake,73680,5650000,1.15,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,7,Betano,61300,3620000,0.95,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,8,bwin,62230,5350000,0.91,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,9,Sportium,62210,41010000,0.88,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,10,Luckia,60310,4990000,0.84,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,11,Codere,56160,13070000,0.76,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,12,1win,52500,9960000,0.71,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,13,Rivalo,27550,2880000,0.33,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,14,1xBet,24970,5120000,0.29,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-03-27,Colombia,LATAM,Tier 3,15,Zamba,21580,3230000,0.26,Tier3_Top15_27_03(P2)_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,1,Parimatch,11650000,408230000,10.67,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,2,4RABET,11250000,435000000,10.16,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,3,Dafabet,10130000,456140000,9.17,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,4,Winmatch,10110000,361990000,9.15,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,5,Stake,6920000,357410000,6.08,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,6,Skyexch,4380000,167550000,3.96,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,7,1Bet,4410000,169180000,3.9,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,8,1xBet,4000000,168060000,3.52,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,9,Khelo24bet,3890000,195370000,3.35,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,10,IPLwin,2820000,98280000,2.47,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,11,1win,2480000,88900000,2.14,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,12,Batery,2330000,88520000,2.0,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,13,Play In Exchange,2280000,76900000,1.96,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,14,Jojobet,2100000,39570000,1.93,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,India,INDIA,Tier 3,15,Winexch,2120000,75900000,1.8,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,1,Caliente,4860000,1010000000,28.74,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,2,BetMexico,1750000,255400000,9.89,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,3,Playdoit,1010000,128700000,5.61,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,4,Codere,1050000,157950000,5.59,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,5,AFun (MX),741560,91280000,4.01,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,6,Bet365,827480,198690000,3.99,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,7,Betmaster,678070,93970000,3.46,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,8,Rushbet,601380,110510000,2.96,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,9,Novibet,572150,72530000,2.88,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,10,Brazino777,529420,74650000,2.53,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,11,Winpot,514220,83020000,2.47,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,12,MexBoss,497080,63960000,2.43,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,13,BetVip,379800,52340000,1.63,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,14,Stake,346100,40170000,1.49,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Mexico,LATAM,Tier 3,15,Play UZU,352090,51780000,1.48,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,1,Betano,2560000,496740000,51.98,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,2,JugaBet,611340,108440000,12.04,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,3,Coolbet,383810,88370000,7.03,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,4,Betsson,216540,47940000,3.75,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,5,Novibet,170840,35560000,2.77,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,6,1win,162440,31530000,2.67,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,7,WinChile,148600,33050000,2.32,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,8,Rojabet,118620,28690000,1.73,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,9,Micasino,106210,26440000,1.46,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,10,Epicbet,96500,17190000,1.35,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,11,Stake,96510,18340000,1.32,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,12,Casino en Chile,82380,17620000,1.02,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,13,1xBet,75340,18050000,0.91,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,14,1Bet,64950,9030000,0.84,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Chile,LATAM,Tier 3,15,Bet7k,47000,6220000,0.65,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,1,SportyBet,15590000,257420000,38.87,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,2,Bet9ja,13340000,286600000,32.93,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,3,BetKing,5660000,92350000,13.99,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,4,MSport,2070000,37620000,5.01,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,5,betPawa,645060,17470000,1.45,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,6,Football.com,604000,9110000,1.36,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,7,iLOT Bet,508820,8260000,1.12,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,8,1xBet,359810,8090000,0.74,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,9,Betway,337760,7410000,0.68,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,10,Betano,314190,5680000,0.62,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,11,Bangbet,309300,5610000,0.62,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,12,Easywin,201040,2970000,0.35,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,13,Stake,186730,2950000,0.31,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,14,BC.Game,181270,3330000,0.29,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Nigeria,WEST AFRICA,Tier 3,15,1win,147130,2210000,0.21,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,1,betPawa,5550000,81750000,69.44,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,2,Fortebet,1600000,25070000,19.67,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,3,Betika,356760,4290000,4.24,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,4,AbaBet,207240,3920000,2.32,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,5,BongoBongo,90780,1520000,0.86,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,6,Gal Sport Betting,84000,1270000,0.78,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,7,Champion Bet,79280,1150000,0.73,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,8,World Star Betting,58560,1210000,0.47,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,9,Kagwirawo,41390,582440,0.29,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,10,22bet,35620,504270,0.23,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,11,1xBet,26850,441320,0.17,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,12,SportyBet,18850,472380,0.12,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,13,Premier Bet,17990,291960,0.12,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,14,SemaBet,16980,321480,0.11,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Uganda,WEST AFRICA,Tier 3,15,SlotsUG,10200,152370,0.07,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,1,BetPlay,2330000,145030000,50.24,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,2,Rushbet,923200,162970000,20.18,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,3,Wplay,648600,58050000,14.03,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,4,Betano,119080,24520000,2.33,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,5,YaJuego,119550,37810000,2.15,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,6,Betsson,95480,77480000,1.66,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,7,Stake,80080,19410000,1.32,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,8,bwin,65470,15650000,0.99,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,9,Jojobet,46180,4590000,0.88,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,10,Codere,60130,13220000,0.88,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,11,Luckia,59670,14950000,0.85,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,12,Sportium,58240,39270000,0.81,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,13,1win,47780,9360000,0.63,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,14,betPawa,28410,4050000,0.35,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Colombia,LATAM,Tier 3,15,JuegaEnLinea,28260,5510000,0.34,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,1,SportyBet,1730000,36660000,54.24,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,2,Betway,697650,21690000,20.8,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,3,MSport,179480,4040000,4.98,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,4,betPawa,181140,5440000,4.97,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,5,SoccaBet,133740,4050000,3.47,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,6,LuckyWin,124380,2330000,3.29,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,7,Football.com,85750,1480000,2.06,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,8,Bangbet,50880,1030000,0.97,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,9,PrideSpins,39130,643180,0.72,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,10,1win,32010,618080,0.59,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,11,1xBet,31680,885630,0.58,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,12,iLOT Bet,27610,513930,0.51,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,13,Betika,24390,554490,0.45,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,14,BetFox,18670,418220,0.34,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-08-28,Ghana,WEST AFRICA,Tier 3,15,Sportsbet.io,16050,248750,0.29,Tier3_Top15_28_08_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,1,4RABET,1720000,450750000,10.69,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,2,Dafabet,1480000,466230000,9.19,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,3,Winmatch,1440000,369820000,8.89,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,4,Parimatch,1410000,376240000,8.82,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,5,Stake,1270000,457610000,7.76,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,6,Khelo24bet,797500,245210000,4.82,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,7,Skyexch,674300,160830000,4.19,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,8,1Bet,651420,174820000,3.98,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,9,1xBet,608130,178570000,3.69,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,10,BC.Game,378860,113710000,2.23,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,11,IPLwin,353010,91120000,2.1,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,12,1win,336230,86010000,1.99,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,13,Batery,327890,88980000,1.93,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,14,Play In Exchange,311950,73050000,1.84,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,India,INDIA,Tier 3,15,Winexch,308690,77500000,1.81,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,1,Caliente,885530,915640000,28.67,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,2,BetMexico,333240,81410000,10.41,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,3,Codere,200750,142710000,5.9,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,4,Bet365,192970,145680000,5.33,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,5,Playdoit,164920,85740000,4.87,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,6,AFun (MX),119650,20860000,3.53,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,7,Betmaster,120860,30220000,3.34,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,8,Rushbet,110840,33890000,3.01,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,9,Novibet,96580,44510000,2.61,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
