report_date,country,region,tier,rank,brand,aps,ceb_usd,market_share_pct,source_report
2026-05-29,Mexico,LATAM,Tier 3,10,Brazino777,97140,24850000,2.59,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,11,Winpot,91090,31820000,2.33,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,12,MexBoss,90720,15610000,2.31,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,13,Betano,83150,46960000,2.14,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,14,BetVip,68210,17050000,1.64,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Mexico,LATAM,Tier 3,15,Betway,68880,27520000,1.59,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,1,Betano,1490000,466710000,49.17,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,2,JugaBet,351770,94930000,11.57,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,3,Coolbet,250030,89350000,7.55,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,4,Betsson,134670,47170000,3.79,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,5,Novibet,113900,36010000,3.09,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,6,1win,100720,30360000,2.69,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,7,WinChile,98970,34180000,2.53,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,8,Rojabet,79410,29860000,1.89,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,9,Micasino,71110,28400000,1.57,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,10,Stake,60390,17390000,1.33,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,11,Epicbet,57000,15190000,1.29,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,12,Casino en Chile,54390,17910000,1.13,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,13,1xBet,53320,19480000,1.09,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,14,Pin Up,49560,13450000,1.07,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Chile,LATAM,Tier 3,15,Betsala,38640,13460000,0.77,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,1,SportyBet,4790000,232570000,37.27,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,2,Bet9ja,4590000,282900000,35.52,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,3,BetKing,1730000,81040000,13.41,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,4,MSport,664130,35910000,4.99,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,5,betPawa,200020,16990000,1.39,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,6,Football.com,173750,7610000,1.2,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,7,iLOT Bet,149330,7470000,0.99,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,8,1xBet,123220,8150000,0.79,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,9,Betway,111520,7330000,0.69,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,10,Betano,107750,5760000,0.67,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,11,Bangbet,97140,5300000,0.59,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,12,BC.Game,63770,3380000,0.33,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,13,Easywin,57390,2420000,0.29,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,14,Stake,54100,2630000,0.26,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Nigeria,WEST AFRICA,Tier 3,15,1win,43080,1850000,0.18,Tier3_Top15_29_05(P1)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,1,betPawa,5460000,79910000,68.59,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,2,Fortebet,1670000,25630000,20.59,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,3,Betika,336000,3810000,4.03,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,4,AbaBet,213670,3970000,2.42,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,5,BongoBongo,94290,1570000,0.91,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,6,Gal Sport Betting,81780,1240000,0.77,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,7,Champion Bet,77600,1090000,0.72,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,8,World Star Betting,58640,1220000,0.47,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,9,Kagwirawo,41090,555820,0.29,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,10,22bet,36170,514590,0.24,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,11,1xBet,28120,439140,0.18,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,12,SemaBet,21860,415260,0.14,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,13,Premier Bet,19000,291250,0.12,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,14,SportyBet,18510,470240,0.12,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Uganda,WEST AFRICA,Tier 3,15,SlotsUG,10320,148400,0.07,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,1,BetPlay,2690000,260350000,57.43,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,2,Rushbet,877750,116200000,18.76,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,3,Wplay,583850,56370000,12.22,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,4,YaJuego,125480,11690000,2.25,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,5,Betsson,92940,75020000,1.56,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,6,Betano,78130,3420000,1.31,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,7,Stake,75180,4600000,1.17,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,8,bwin,62870,4550000,0.91,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,9,Sportium,60810,40300000,0.85,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,10,Luckia,59840,4220000,0.84,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,11,Codere,57770,13020000,0.79,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,12,1win,49340,9670000,0.64,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,13,Rivalo,25810,2470000,0.31,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,14,1xBet,24370,5110000,0.29,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Colombia,LATAM,Tier 3,15,Zamba,21380,2930000,0.25,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,1,SportyBet,1660000,35730000,52.65,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,2,Betway,722390,21930000,22.13,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,3,betPawa,185610,5500000,5.18,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,4,MSport,178510,3990000,5.05,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,5,SoccaBet,139490,4090000,3.75,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,6,LuckyWin,118150,2210000,3.13,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,7,Football.com,81960,1350000,2.02,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,8,Bangbet,46870,949190,0.91,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,9,PrideSpins,34920,553560,0.65,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,10,1win,33520,624300,0.63,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,11,1xBet,33560,908010,0.63,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,12,iLOT Bet,29060,496170,0.54,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,13,Betika,26030,561040,0.49,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,14,BetFox,19770,426730,0.37,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
2026-05-29,Ghana,WEST AFRICA,Tier 3,15,My Bet Africa,11310,346860,0.21,Tier3_Top15_29_05(P2)_Blask_iGamingNews.pdf
